State,State Code,District,Block,GP_name,GP Code,Latitude,Longitude,BHQ,BHQ Latitude,BHQ Longitude
KERALA,32,KOZHIKODE,KODUVALLY,KODUVALLY,221450,11.4871100,75.9133800,E THAMARASSERY,11.422339,75.935138
KERALA,32,KOZHIKODE,KODUVALLY,KOODARANJI,221451,11.3481700,76.0360800,E THAMARASSERY,11.422339,75.935138
KERALA,32,KOZHIKODE,KODUVALLY,MADAVOOR,221452,11.3449300,75.8791600,E THAMARASSERY,11.422339,75.935138
KERALA,32,KOZHIKODE,KODUVALLY,OMASSERY,221453,11.3637400,75.9645400,E THAMARASSERY,11.422339,75.935138
KERALA,32,KOZHIKODE,KODUVALLY,PUTHUPPADY,221454,11.4800400,75.9743200,E THAMARASSERY,11.422339,75.935138
KERALA,32,KOZHIKODE,KODUVALLY,THAMARASSERI,221455,11.4096100,75.9368800,E THAMARASSERY,11.422339,75.935138
KERALA,32,KOZHIKODE,KODUVALLY,THIRUVAMBADI,221456,11.3637200,76.0102500,E THAMARASSERY,11.422339,75.935138
KERALA,32,KOZHIKODE,KOZHIKODE,FEROKE,221457,11.1793700,75.8329300,"E FEROKE",11.186867,75.831499
KERALA,32,KOZHIKODE,KOZHIKODE,KADALUNDI,221458,11.1506078,75.8279001,"E FEROKE",11.186867,75.831499
KERALA,32,KOZHIKODE,KOZHIKODE,OLAVANNA,221459,11.2285400,75.8330200,"E FEROKE",11.186867,75.831499
KERALA,32,KOZHIKODE,KOZHIKODE,RAMANATTUKARA,221460,11.1786500,75.8671500,"E FEROKE",11.186867,75.831499
KERALA,32,KOZHIKODE,KUNNAMANGALAM,CHATHAMANGALAM,221461,11.3182400,75.9398300,MOKKOM TE,11.321490,75.993290
KERALA,32,KOZHIKODE,KUNNAMANGALAM,KARASSERI,221462,11.3165700,75.9978600,MOKKOM TE,11.321490,75.993290
KERALA,32,KOZHIKODE,KUNNAMANGALAM,KODIYATHUR,221464,11.2844200,75.9872800,MOKKOM TE,11.321490,75.993290
KERALA,32,KOZHIKODE,KUNNAMANGALAM,KUNNAMANGALAM,221465,11.3050700,75.8783600,MOKKOM TE,11.321490,75.993290
KERALA,32,KOZHIKODE,KUNNAMANGALAM,KURUVATTUR,221466,11.3190200,75.8516100,MOKKOM TE,11.321490,75.993290
KERALA,32,KOZHIKODE,KUNNAMANGALAM,MAVOOR,221467,11.2609200,75.9519800,MOKKOM TE,11.321490,75.993290
KERALA,32,KOZHIKODE,KUNNAMANGALAM,MOKKOM,221468,11.3211300,75.9970900,MOKKOM TE,11.321490,75.993290
KERALA,32,KOZHIKODE,KUNNAMANGALAM,PERUMANNA,221469,11.2394400,75.8786400,MOKKOM TE,11.321490,75.993290
KERALA,32,KOZHIKODE,KUNNAMANGALAM,PERUVAYAL,221470,11.2644000,75.8889000,MOKKOM TE,11.321490,75.993290
KERALA,32,KOZHIKODE,KUNNUMMAL,KAVILUMPARA,221471,11.6771600,75.7790300,"MOKERI  E",11.667261,75.730319
KERALA,32,KOZHIKODE,KUNNUMMAL,KAYAKKODI,221472,11.6675695,75.7532523,"MOKERI  E",11.667261,75.730319
KERALA,32,KOZHIKODE,KUNNUMMAL,KUNNUMAL,221473,11.6771075,75.7002922,"MOKERI  E",11.667261,75.730319
KERALA,32,KOZHIKODE,KUNNUMMAL,KUTTIADI,221474,11.6551790,75.7493626,"MOKERI  E",11.667261,75.730319
KERALA,32,KOZHIKODE,KUNNUMMAL,MARUTHOMKARA,221475,11.6423200,75.8036300,"MOKERI  E",11.667261,75.730319
KERALA,32,KOZHIKODE,KUNNUMMAL,NARIPETTA,221477,11.7086621,75.7222390,"MOKERI  E",11.667261,75.730319
KERALA,32,KOZHIKODE,KUNNUMMAL,VELOM,221478,11.6216662,75.7075438,"MOKERI  E",11.667261,75.730319
KERALA,32,KOZHIKODE,MELDAY,KEEZHARIYUR,221479,11.4990800,75.6930400,KOYILANDI EXCHANGE,11.442639,75.693528
KERALA,32,KOZHIKODE,MELDAY,MEPPAYUR,221480,11.5306580,75.7109787,KOYILANDI EXCHANGE,11.442639,75.693528
KERALA,32,KOZHIKODE,MELDAY,PAYYOLI,221481,11.5154300,75.6220500,KOYILANDI EXCHANGE,11.442639,75.693528
KERALA,32,KOZHIKODE,MELDAY,THIKKODI,221482,11.4952400,75.6269700,KOYILANDI EXCHANGE,11.442639,75.693528
KERALA,32,KOZHIKODE,MELDAY,THURAYUR,221483,11.5268198,75.6559175,KOYILANDI EXCHANGE,11.442639,75.693528
KERALA,32,KOZHIKODE,PANTHALAYANI,ARIKULAM,221484,11.4924700,75.7165000,KOYILANDI EXCHANGE,11.442639,75.693528
KERALA,32,KOZHIKODE,PANTHALAYANI,ATHOLI,221435,11.4022200,75.7627300,KOYILANDI EXCHANGE,11.442639,75.693528
KERALA,32,KOZHIKODE,PANTHALAYANI,CHEMANACHERY,221485,11.3947600,75.7274600,KOYILANDI EXCHANGE,11.442639,75.693528
KERALA,32,KOZHIKODE,PANTHALAYANI,CHENGOTTUKAVU,221486,11.4225700,75.7124000,KOYILANDI EXCHANGE,11.442639,75.693528
KERALA,32,KOZHIKODE,PANTHALAYANI,MOODADI,221487,11.4703800,75.6524000,KOYILANDI EXCHANGE,11.442639,75.693528
KERALA,32,KOZHIKODE,PERAMBRA,CHAKITTAPARA,221488,11.5761100,75.8169000,"PERAMBRA  E",11.558028,75.753944
KERALA,32,KOZHIKODE,PERAMBRA,CHANGAROTH,221489,11.5995000,75.7650600,"PERAMBRA  E",11.558028,75.753944
KERALA,32,KOZHIKODE,PERAMBRA,CHERUVANNUR,221490,11.5639800,75.7108200,"PERAMBRA  E",11.558028,75.753944
KERALA,32,KOZHIKODE,PERAMBRA,KAYANNA,221491,11.5337300,75.7995400,"PERAMBRA  E",11.558028,75.753944
KERALA,32,KOZHIKODE,PERAMBRA,KOOTHALI,221492,11.5873100,75.7655400,"PERAMBRA  E",11.558028,75.753944
KERALA,32,KOZHIKODE,PERAMBRA,NOCHAD,221493,11.5368100,75.7710100,"PERAMBRA  E",11.558028,75.753944
KERALA,32,KOZHIKODE,PERAMBRA,PERAMBRA,221494,11.5587200,75.7580000,"PERAMBRA  E",11.558028,75.753944
KERALA,32,KOZHIKODE,THODANNUR,AYANCHERI,221495,11.6462500,75.6649100,THIRUVALLUR TE,11.592943,75.673634
KERALA,32,KOZHIKODE,THODANNUR,MANIYUR,221496,11.5544900,75.6419600,THIRUVALLUR TE,11.592943,75.673634
KERALA,32,KOZHIKODE,THODANNUR,THIRUVALLUR,221497,11.5885600,75.6735200,THIRUVALLUR TE,11.592943,75.673634
KERALA,32,KOZHIKODE,THODANNUR,VILLIYAPPALLY,221498,11.6244100,75.6270400,THIRUVALLUR TE,11.592943,75.673634
KERALA,32,KOZHIKODE,THUNERI,CHEKKIAD,221499,11.7291400,75.6385000,E NADAPURAM,11.685033,75.655416
KERALA,32,KOZHIKODE,THUNERI,EDACHERI,221500,11.6613400,75.6151700,E NADAPURAM,11.685033,75.655416
KERALA,32,KOZHIKODE,THUNERI,NADAPURAM,221476,11.6892600,75.6648760,E NADAPURAM,11.685033,75.655416
KERALA,32,KOZHIKODE,THUNERI,PURAMERI,221501,11.6713879,75.6348900,E NADAPURAM,11.685033,75.655416
KERALA,32,KOZHIKODE,THUNERI,THUNERI,221502,11.7086192,75.6343477,E NADAPURAM,11.685033,75.655416
KERALA,32,KOZHIKODE,THUNERI,VALAYAM,221503,11.7293200,75.6743900,E NADAPURAM,11.685033,75.655416
KERALA,32,KOZHIKODE,THUNERI,VANIMEL,221504,11.7186000,75.6988400,E NADAPURAM,11.685033,75.655416
KERALA,32,KOZHIKODE,VADAKARA,AZHIYUR,221505,11.6882900,75.5429800,"E VATAKARA",11.599445,75.587194
KERALA,32,KOZHIKODE,VADAKARA,CHORODE,221506,11.6253700,75.5783000,"E VATAKARA",11.599445,75.587194
KERALA,32,KOZHIKODE,VADAKARA,ERAMALA,221507,11.6523200,75.6037400,"E VATAKARA",11.599445,75.587194
KERALA,32,KOZHIKODE,VADAKARA,ONCHIYAM,221508,11.6509000,75.5626500,"E VATAKARA",11.599445,75.587194
KERALA,32,MALAPPURAM,AREAKODE,AREEKODE,221509,11.2347050,76.0500620,AREACODE TE,11.231962,76.053667
KERALA,32,MALAPPURAM,AREAKODE,CHEKKODE,221510,11.2138000,75.9864390,AREACODE TE,11.231962,76.053667
KERALA,32,MALAPPURAM,AREAKODE,EDAVANNA,221597,11.2150490,76.1397430,AREACODE TE,11.231962,76.053667
KERALA,32,MALAPPURAM,AREAKODE,KAVANNUR,221511,11.1970070,76.0650720,AREACODE TE,11.231962,76.053667
KERALA,32,MALAPPURAM,AREAKODE,KIZHUPARAMBA,221512,11.2490680,76.0233670,AREACODE TE,11.231962,76.053667
KERALA,32,MALAPPURAM,AREAKODE,KUZHIMANNA,221513,11.1788210,76.0026320,AREACODE TE,11.231962,76.053667
KERALA,32,MALAPPURAM,AREAKODE,PULPATTA,221514,11.1583040,76.0605870,AREACODE TE,11.231962,76.053667
KERALA,32,MALAPPURAM,AREAKODE,URUNGATTIRI,221515,11.2473990,76.0502660,AREACODE TE,11.231962,76.053667
KERALA,32,MALAPPURAM,KALIKAVU,AMARAMBALAM,221544,11.2430800,76.2984900,POOKKOTUMPADAM TE,11.244290,76.304360
KERALA,32,MALAPPURAM,KALIKAVU,CHOKKAD,221546,11.2269600,76.3287600,POOKKOTUMPADAM TE,11.244290,76.304360
KERALA,32,MALAPPURAM,KALIKAVU,EDAPPATTA,221555,11.0815600,76.2919800,POOKKOTUMPADAM TE,11.244290,76.304360
KERALA,32,MALAPPURAM,KALIKAVU,KALIKAVU,221549,11.1704200,76.3182100,POOKKOTUMPADAM TE,11.244290,76.304360
KERALA,32,MALAPPURAM,KALIKAVU,KARULAI,221550,11.2838200,76.2964800,POOKKOTUMPADAM TE,11.244290,76.304360
KERALA,32,MALAPPURAM,KALIKAVU,KARUVARAKUNDU,221598,11.1249600,76.3378300,POOKKOTUMPADAM TE,11.244290,76.304360
KERALA,32,MALAPPURAM,KALIKAVU,THUVVUR,221603,11.1150500,76.2847000,POOKKOTUMPADAM TE,11.244290,76.304360
KERALA,32,MALAPPURAM,KONDOTTY,CHELAMBRA,221516,11.1634500,75.8793400,KONDOTTY TE,11.152099,75.958667
KERALA,32,MALAPPURAM,KONDOTTY,CHERUKAVU,221517,11.1723400,75.9160700,KONDOTTY TE,11.152099,75.958667
KERALA,32,MALAPPURAM,KONDOTTY,KONDOTTY,221518,11.1522000,75.9555800,KONDOTTY TE,11.152099,75.958667
KERALA,32,MALAPPURAM,KONDOTTY,MUDUVALUR,239029,11.1992900,75.9818100,KONDOTTY TE,11.152099,75.958667
KERALA,32,MALAPPURAM,KONDOTTY,NEDIYIRUPU,221519,11.1424300,75.9726600,KONDOTTY TE,11.152099,75.958667
KERALA,32,MALAPPURAM,KONDOTTY,PALLIKKAL,221520,11.1508400,75.9147200,KONDOTTY TE,11.152099,75.958667
KERALA,32,MALAPPURAM,KONDOTTY,PULIKKAL,221521,11.1696700,75.9269800,KONDOTTY TE,11.152099,75.958667
KERALA,32,MALAPPURAM,KONDOTTY,VAZHAKKAD,221522,11.2459020,75.9524940,KONDOTTY TE,11.152099,75.958667
KERALA,32,MALAPPURAM,KONDOTTY,VAZHAYUR,221523,11.2069300,75.8771600,KONDOTTY TE,11.152099,75.958667
KERALA,32,MALAPPURAM,KUTTIPPURAM,ATHAVANAD,221524,10.9224630,76.0338900,VALANCHERRY EXCH,10.890395,76.069998
KERALA,32,MALAPPURAM,KUTTIPPURAM,EDAYOOR,221525,10.9049240,76.0973970,VALANCHERRY EXCH,10.890395,76.069998
KERALA,32,MALAPPURAM,KUTTIPPURAM,IRIMBILAYAM,221526,10.8733530,76.1010970,VALANCHERRY EXCH,10.890395,76.069998
KERALA,32,MALAPPURAM,KUTTIPPURAM,KALPAKANCHERI,221570,10.9385290,75.9908218,VALANCHERRY EXCH,10.890395,76.069998
KERALA,32,MALAPPURAM,KUTTIPPURAM,KUTTIPPURAM,221527,10.8472010,76.0361500,VALANCHERRY EXCH,10.890395,76.069998
KERALA,32,MALAPPURAM,KUTTIPPURAM,MARAKKARA,221528,10.9509620,76.0340500,VALANCHERRY EXCH,10.890395,76.069998
KERALA,32,MALAPPURAM,KUTTIPPURAM,VALANCHERRY,221529,10.8901800,76.0702700,VALANCHERRY EXCH,10.890395,76.069998
KERALA,32,MALAPPURAM,MALAPPURAM,ANAKKAYAM,221530,11.0895800,76.1204270,MALAPPURAM EXCH,11.041643,76.077274
KERALA,32,MALAPPURAM,MALAPPURAM,KODUR,221536,11.0202020,76.0736000,MALAPPURAM EXCH,11.041643,76.077274
KERALA,32,MALAPPURAM,MALAPPURAM,MORAYUR,221531,11.1378950,76.0169060,MALAPPURAM EXCH,11.041643,76.077274
KERALA,32,MALAPPURAM,MALAPPURAM,OTHUKKUNGAL,221593,11.0271910,76.0307120,MALAPPURAM EXCH,11.041643,76.077274
KERALA,32,MALAPPURAM,MALAPPURAM,PONMALA,221532,11.0012670,76.0563370,MALAPPURAM EXCH,11.041643,76.077274
KERALA,32,MALAPPURAM,MALAPPURAM,POOKKOTTUR,221533,11.1051400,76.0583010,MALAPPURAM EXCH,11.041643,76.077274
KERALA,32,MALAPPURAM,MANKADA,KOOTTILANGADI,221537,11.0564090,76.1092530,PERINTHALMANNA EXCH,10.974478,76.225859
KERALA,32,MALAPPURAM,MANKADA,KURUVA,221538,10.9859750,76.1078470,PERINTHALMANNA EXCH,10.974478,76.225859
KERALA,32,MALAPPURAM,MANKADA,MAKKARAPARAMBA,221539,11.0183260,76.1208390,PERINTHALMANNA EXCH,10.974478,76.225859
KERALA,32,MALAPPURAM,MANKADA,MANKADA,221540,11.0372820,76.1607200,PERINTHALMANNA EXCH,10.974478,76.225859
KERALA,32,MALAPPURAM,MANKADA,MOORKKANAD,221541,10.9271900,76.1333690,PERINTHALMANNA EXCH,10.974478,76.225859
KERALA,32,MALAPPURAM,MANKADA,PUZHAKKATTIRI,221543,10.9781350,76.1554110,PERINTHALMANNA EXCH,10.974478,76.225859
KERALA,32,MALAPPURAM,NILAMBUR,CHALIYAR,221545,11.3136900,76.2059600,NILAMBUR EXCH,11.278366,76.228359
KERALA,32,MALAPPURAM,NILAMBUR,CHUNGATHARA,221547,11.3363200,76.2769500,NILAMBUR EXCH,11.278366,76.228359
KERALA,32,MALAPPURAM,NILAMBUR,EDAKKARA,221548,11.3595400,76.3070500,NILAMBUR EXCH,11.278366,76.228359
KERALA,32,MALAPPURAM,NILAMBUR,MOOTHADEM,221551,11.3256500,76.3319000,NILAMBUR EXCH,11.278366,76.228359
KERALA,32,MALAPPURAM,NILAMBUR,POTHUKKAL,221552,11.4044200,76.2512000,NILAMBUR EXCH,11.278366,76.228359
KERALA,32,MALAPPURAM,NILAMBUR,VAZHIKKADAVU,221553,11.3806200,76.3413900,NILAMBUR EXCH,11.278366,76.228359
KERALA,32,MALAPPURAM,PERINTHALMANNA,ALIPARAMBA,221554,10.9277930,76.2783030,PERINTHALMANNA EXCH,10.974478,76.225859
KERALA,32,MALAPPURAM,PERINTHALMANNA,ANGADIPURAM,221535,10.9717470,76.2008080,PERINTHALMANNA EXCH,10.974478,76.225859
KERALA,32,MALAPPURAM,PERINTHALMANNA,ELAMKULAM,221556,10.9094750,76.2258760,PERINTHALMANNA EXCH,10.974478,76.225859
KERALA,32,MALAPPURAM,PERINTHALMANNA,KEEZHATTUR,221557,11.0530800,76.2313430,PERINTHALMANNA EXCH,10.974478,76.225859
KERALA,32,MALAPPURAM,PERINTHALMANNA,MELATTUR,221558,11.0609980,76.2713360,PERINTHALMANNA EXCH,10.974478,76.225859
KERALA,32,MALAPPURAM,PERINTHALMANNA,PULAMANTHOLE,221542,10.9019270,76.1937140,PERINTHALMANNA EXCH,10.974478,76.225859
KERALA,32,MALAPPURAM,PERINTHALMANNA,THAZHEKODE,221559,10.9538500,76.3193750,PERINTHALMANNA EXCH,10.974478,76.225859
KERALA,32,MALAPPURAM,PERINTHALMANNA,VETTATHUR,221560,11.0187320,76.2793280,PERINTHALMANNA EXCH,10.974478,76.225859
KERALA,32,MALAPPURAM,PERUMPADAPPU,ALAMCODE,221561,10.7366790,76.0295380,MARANCHERRY EXCH,10.739756,75.971138
KERALA,32,MALAPPURAM,PERUMPADAPPU,MARANCHERI,221562,10.7337340,75.9751200,MARANCHERRY EXCH,10.739756,75.971138
KERALA,32,MALAPPURAM,PERUMPADAPPU,NANNAMUKKU,221563,10.7165440,76.0178740,MARANCHERRY EXCH,10.739756,75.971138
KERALA,32,MALAPPURAM,PERUMPADAPPU,PERUMPADAPPA,221564,10.6991890,75.9885010,MARANCHERRY EXCH,10.739756,75.971138
KERALA,32,MALAPPURAM,PERUMPADAPPU,VELIYANCODE,221565,10.7253000,75.9779800,MARANCHERRY EXCH,10.739756,75.971138
KERALA,32,MALAPPURAM,PONNANI,EDAPPAL,221566,10.7858238,76.0014725,TAVANUR EXCH,10.844521,75.988263
KERALA,32,MALAPPURAM,PONNANI,KALADY,239030,10.8269430,75.9907210,TAVANUR EXCH,10.844521,75.988263
KERALA,32,MALAPPURAM,PONNANI,TAVANUR,221567,10.8412943,75.9944153,TAVANUR EXCH,10.844521,75.988263
KERALA,32,MALAPPURAM,PONNANI,VATTAMKULAM,221568,10.7827816,76.0235062,TAVANUR EXCH,10.844521,75.988263
KERALA,32,MALAPPURAM,TANUR,CHERIYAMUNDAM,221569,10.9490180,75.9481320,TANALUR  EXCHANGE,10.951695,75.913684
KERALA,32,MALAPPURAM,TANUR,NIRAMARUTHOOR,221571,10.9258140,75.9005670,TANALUR  EXCHANGE,10.951695,75.913684
KERALA,32,MALAPPURAM,TANUR,OZHUR,221572,10.9807330,75.9185850,TANALUR  EXCHANGE,10.951695,75.913684
KERALA,32,MALAPPURAM,TANUR,PERUMANNAKLARI,239031,10.9809240,75.9580090,TANALUR  EXCHANGE,10.951695,75.913684
KERALA,32,MALAPPURAM,TANUR,PONMUNDAM,221573,10.9534240,75.9462780,TANALUR  EXCHANGE,10.951695,75.913684
KERALA,32,MALAPPURAM,TANUR,TANALUR,221574,10.9519450,75.9090320,TANALUR  EXCHANGE,10.951695,75.913684
KERALA,32,MALAPPURAM,TANUR,TANUR,221575,10.9772400,75.8804100,TANALUR  EXCHANGE,10.951695,75.913684
KERALA,32,MALAPPURAM,TANUR,VALAVANNUR,221576,10.9398320,75.9759220,TANALUR  EXCHANGE,10.951695,75.913684
KERALA,32,MALAPPURAM,TIRUR,MANGALAM,221577,10.8508340,75.9211730,TIR-TIRUR UI,10.911673,75.921777
KERALA,32,MALAPPURAM,TIRUR,PURATHUR,221578,10.8156900,75.9244190,TIR-TIRUR UI,10.911673,75.921777
KERALA,32,MALAPPURAM,TIRUR,THALAKKAD,221579,10.8845005,75.9323654,TIR-TIRUR UI,10.911673,75.921777
KERALA,32,MALAPPURAM,TIRUR,THIRUNAVAYA,221580,10.8653330,75.9818540,TIR-TIRUR UI,10.911673,75.921777
KERALA,32,MALAPPURAM,TIRUR,TRIPRANGODE,221581,10.8486060,75.9414020,TIR-TIRUR UI,10.911673,75.921777
KERALA,32,MALAPPURAM,TIRUR,VETTOM,221582,10.8757690,75.9068320,TIR-TIRUR UI,10.911673,75.921777
KERALA,32,MALAPPURAM,TIRURANGADI,MOONNIYUR,221583,11.0807037,75.9020691,TIRURANGADI EXCH,11.041665,75.909556
KERALA,32,MALAPPURAM,TIRURANGADI,NANNAMBRA,221584,11.0101540,75.9238970,TIRURANGADI EXCH,11.041665,75.909556
KERALA,32,MALAPPURAM,TIRURANGADI,PARAPPANANGADI,221585,11.0480600,75.8590100,TIRURANGADI EXCH,11.041665,75.909556
KERALA,32,MALAPPURAM,TIRURANGADI,PERUVALLUR,221586,11.1057860,75.9278480,TIRURANGADI EXCH,11.041665,75.909556
KERALA,32,MALAPPURAM,TIRURANGADI,THENHIPPALAM,221587,11.1188200,75.8930700,TIRURANGADI EXCH,11.041665,75.909556
KERALA,32,MALAPPURAM,TIRURANGADI,TIRURANGADI,221588,11.0428200,75.9136800,TIRURANGADI EXCH,11.041665,75.909556
KERALA,32,MALAPPURAM,TIRURANGADI,VALLIKKUNNU,221589,11.1205063,75.8464355,TIRURANGADI EXCH,11.041665,75.909556
KERALA,32,MALAPPURAM,VENGARA,ABDUL RAHIMAN NAGAR,221590,11.0712385,75.9354934,VENGARA TE,11.051500,75.986778
KERALA,32,MALAPPURAM,VENGARA,EDARIKODE,221591,10.9936250,75.9793970,VENGARA TE,11.051500,75.986778
KERALA,32,MALAPPURAM,VENGARA,KANNAMANGALAM,221592,11.0789880,75.9763260,VENGARA TE,11.051500,75.986778
KERALA,32,MALAPPURAM,VENGARA,PARAPPUR,221594,11.0136410,75.9916690,VENGARA TE,11.051500,75.986778
KERALA,32,MALAPPURAM,VENGARA,THENNALA,221595,10.9967127,75.9599991,VENGARA TE,11.051500,75.986778
KERALA,32,MALAPPURAM,VENGARA,URAKAM,221534,11.0632470,76.0153810,VENGARA TE,11.051500,75.986778
KERALA,32,MALAPPURAM,VENGARA,VENGARA,221596,11.0502670,75.9845970,VENGARA TE,11.051500,75.986778
KERALA,32,MALAPPURAM,WANDOOR,MAMBAD,221599,11.2448570,76.1817000,WANDUR TE,11.195214,76.239950
KERALA,32,MALAPPURAM,WANDOOR,PANDIKKAD,221600,11.0955530,76.2225920,WANDUR TE,11.195214,76.239950
KERALA,32,MALAPPURAM,WANDOOR,PORUR,221601,11.1627020,76.2301000,WANDUR TE,11.195214,76.239950
KERALA,32,MALAPPURAM,WANDOOR,THIRUVALI,221602,11.1997270,76.1777520,WANDUR TE,11.195214,76.239950
KERALA,32,MALAPPURAM,WANDOOR,TRIKKALANGODE,221604,11.1627370,76.1292820,WANDUR TE,11.195214,76.239950
KERALA,32,MALAPPURAM,WANDOOR,WANDOOR,221605,11.1935470,76.2350010,WANDUR TE,11.195214,76.239950
KERALA,32,PALAKKAD,ALATHUR,ALATHUR,221606,10.6446040,76.5477830,ALATHUR EXCHANGE,10.648567,76.544000
KERALA,32,PALAKKAD,ALATHUR,ERIMAYUR,221607,10.6469600,76.5661100,ALATHUR EXCHANGE,10.648567,76.544000
KERALA,32,PALAKKAD,ALATHUR,KANNAMBARA,221608,10.6168830,76.4604550,ALATHUR EXCHANGE,10.648567,76.544000
KERALA,32,PALAKKAD,ALATHUR,KAVASERY,221609,10.6554590,76.5119890,ALATHUR EXCHANGE,10.648567,76.544000
KERALA,32,PALAKKAD,ALATHUR,KIZHAKKANCHERRY,221610,10.5736210,76.4966330,ALATHUR EXCHANGE,10.648567,76.544000
KERALA,32,PALAKKAD,ALATHUR,PUDUCODE,221611,10.6350236,76.4501561,ALATHUR EXCHANGE,10.648567,76.544000
KERALA,32,PALAKKAD,ALATHUR,TARUR,221612,10.6709660,76.4726620,ALATHUR EXCHANGE,10.648567,76.544000
KERALA,32,PALAKKAD,ALATHUR,VADAKKANCHERI,221613,10.5920390,76.4831530,ALATHUR EXCHANGE,10.648567,76.544000
KERALA,32,PALAKKAD,ATTAPPADI,AGALI,221615,11.1128800,76.6539500,AGALI EXCHANGE,11.104088,76.653261
KERALA,32,PALAKKAD,ATTAPPADI,PUDUR,221616,11.1540300,76.6448200,AGALI EXCHANGE,11.104088,76.653261
KERALA,32,PALAKKAD,ATTAPPADI,SHOLAYAR,221617,11.1176000,76.7463800,AGALI EXCHANGE,11.104088,76.653261
KERALA,32,PALAKKAD,CHITTUR,ELAPPULLY,221637,10.7580100,76.7518500,CHITTUR EX,10.703201,76.746442
KERALA,32,PALAKKAD,CHITTUR,ERUTHAMPATHY,221618,10.7355820,76.8622760,CHITTUR EX,10.703201,76.746442
KERALA,32,PALAKKAD,CHITTUR,KOZHINJAMPARA,221619,10.7388189,76.8341210,CHITTUR EX,10.703201,76.746442
KERALA,32,PALAKKAD,CHITTUR,NALLEPPILLY,221620,10.7293520,76.7866000,CHITTUR EX,10.703201,76.746442
KERALA,32,PALAKKAD,CHITTUR,PERUMATTY,221622,10.6497480,76.7631390,CHITTUR EX,10.703201,76.746442
KERALA,32,PALAKKAD,CHITTUR,POLPULLY,221641,10.7310600,76.7302000,CHITTUR EX,10.703201,76.746442
KERALA,32,PALAKKAD,CHITTUR,VADAKARAPATHY,221623,10.8093770,76.8462360,CHITTUR EX,10.703201,76.746442
KERALA,32,PALAKKAD,KOLLENGODE,KODUVAYUR,221624,10.6885618,76.6568909,KOLLANGODE EXCHANGE,10.613507,76.692303
KERALA,32,PALAKKAD,KOLLENGODE,KOLLENGODE,221625,10.6132980,76.6914317,KOLLANGODE EXCHANGE,10.613507,76.692303
KERALA,32,PALAKKAD,KOLLENGODE,MUTHALAMADA,221626,10.6065247,76.7622988,KOLLANGODE EXCHANGE,10.613507,76.692303
KERALA,32,PALAKKAD,KOLLENGODE,PATTENCHERRY,221621,10.6500700,76.7377830,KOLLANGODE EXCHANGE,10.613507,76.692303
KERALA,32,PALAKKAD,KOLLENGODE,PERUVEMBA,221640,10.6965400,76.6884000,KOLLANGODE EXCHANGE,10.613507,76.692303
KERALA,32,PALAKKAD,KOLLENGODE,PUTHUNAGARAM,221627,10.6820798,76.6854380,KOLLANGODE EXCHANGE,10.613507,76.692303
KERALA,32,PALAKKAD,KOLLENGODE,VADAVANNUR,221628,10.6433372,76.6937119,KOLLANGODE EXCHANGE,10.613507,76.692303
KERALA,32,PALAKKAD,KUZHALMANNAM,KANNADI,221629,10.7307737,76.6402410,KOTTAYI EXCHANGE,10.766000,76.543550
KERALA,32,PALAKKAD,KUZHALMANNAM,KOTTAYI,221630,10.7654040,76.5433700,KOTTAYI EXCHANGE,10.766000,76.543550
KERALA,32,PALAKKAD,KUZHALMANNAM,KUTHANOOR,221631,10.7320100,76.5447580,KOTTAYI EXCHANGE,10.766000,76.543550
KERALA,32,PALAKKAD,KUZHALMANNAM,KUZHALMANNAM,221632,10.7094282,76.5927396,KOTTAYI EXCHANGE,10.766000,76.543550
KERALA,32,PALAKKAD,KUZHALMANNAM,MATHUR,221633,10.7413480,76.5723020,KOTTAYI EXCHANGE,10.766000,76.543550
KERALA,32,PALAKKAD,KUZHALMANNAM,PERINGOTTUKURISSI,221634,10.7564000,76.4924800,KOTTAYI EXCHANGE,10.766000,76.543550
KERALA,32,PALAKKAD,KUZHALMANNAM,THENKURISSI,221635,10.6901010,76.6222900,KOTTAYI EXCHANGE,10.766000,76.543550
KERALA,32,PALAKKAD,MALAMPUZHA,AKATHETHARA,221636,10.8151800,76.6511500,CHITTUR EX,10.703201,76.746442
KERALA,32,PALAKKAD,MALAMPUZHA,KODUMBA,221666,10.7483750,76.6896380,CHITTUR EX,10.703201,76.746442
KERALA,32,PALAKKAD,MALAMPUZHA,MALAMPUZHA,221638,10.8218700,76.6687200,CHITTUR EX,10.703201,76.746442
KERALA,32,PALAKKAD,MALAMPUZHA,MARUTHARODE,221639,10.7841400,76.6751600,CHITTUR EX,10.703201,76.746442
KERALA,32,PALAKKAD,MALAMPUZHA,PUDUPPARIYARAM,221642,10.8040600,76.6213200,CHITTUR EX,10.703201,76.746442
KERALA,32,PALAKKAD,MALAMPUZHA,PUDUSSERI,221643,10.7978300,76.7645800,CHITTUR EX,10.703201,76.746442
KERALA,32,PALAKKAD,MANNARKAD,ALANALLUR,221644,11.0111700,76.3444410,"MANNARKKAD EXCHANGE",10.994034,76.466526
KERALA,32,PALAKKAD,MANNARKAD,KANJIRAMPUZHA,221645,11.0044060,76.5132180,"MANNARKKAD EXCHANGE",10.994034,76.466526
KERALA,32,PALAKKAD,MANNARKAD,KARIMBA,221647,10.9143840,76.5226400,"MANNARKKAD EXCHANGE",10.994034,76.466526
